1e-05 8.885678320130965e-12 8.885673789325376e-12 -0.0 -0.0 0.00888567832101901 8.880454522464999e-13 
2.0000000000000005e-05 1.7771342608562993e-11 1.777133354695898e-11 -0.0 -0.0 0.017771342610339084 1.7760895021480155e-12 
3.000000000000001e-05 2.6656978833619327e-11 2.6656965241231187e-11 -0.0 -0.0 0.026656978836283457 2.6641307473617776e-12 
4.099999999999998e-05 3.643112952123086e-11 3.6431110945005245e-11 -0.0 -0.0 0.036431129524871826 3.640971203991935e-12 
5.099999999999995e-05 4.531666114031454e-11 4.531663803335815e-11 -0.0 -0.0 0.04531666114484354 4.529001994758108e-12 
6.0999999999999924e-05 5.420212119820471e-11 5.420209356055403e-11 -0.0 -0.0 0.054202121203621736 5.417025633611938e-12 
7.09999999999999e-05 6.308749566354712e-11 6.308746349524578e-11 -0.0 -0.0 0.06308749566985215 6.305040718242888e-12 
8.099999999999987e-05 7.197277050512267e-11 7.197273380622149e-11 -0.0 -0.0 0.07197277051231572 7.193045846353931e-12 
9.099999999999984e-05 8.085793169186957e-11 8.085789046242647e-11 -0.0 -0.0 0.0808579316999506 8.081039615663757e-12 
0.00010099999999999981 8.974296519290553e-11 8.974291943298564e-11 -0.0 -0.0 0.08974296520187455 8.969019971161174e-12 
0.00011099999999999978 9.862785697754984e-11 9.86278066872254e-11 -0.0 -0.0 0.09862785698740682 9.856987468846434e-12 
0.00012099999999999976 1.0751259301534563e-10 1.075125381946961e-10 -0.0 -0.0 0.10751259302609056 1.0744938748255214e-11 
0.00013099999999999974 1.1639715927608199e-10 1.1639709992519392e-10 -0.0 -0.0 0.11639715928771487 1.1632873059939067e-11 
0.00014099999999999971 1.2528154172981606e-10 1.2528147784878318e-10 -0.0 -0.0 0.12528154174233685 1.2520789001728511e-11 
0.00015099999999999969 1.3416572634689527e-10 1.341656579358184e-10 -0.0 -0.0 0.13416572636030397 1.3408685171483082e-11 
0.00016099999999999966 1.4304969909797941e-10 1.4304962615696664e-10 -0.0 -0.0 0.14304969911227597 1.4296560167093524e-11 
0.00017099999999999963 1.5193344595406294e-10 1.5193336848322942e-10 -0.0 -0.0 0.15193344596924735 1.518441258648404e-11 
0.0001809999999999996 1.6081695288649692e-10 1.6081687088596504e-10 -0.0 -0.0 0.16081695290256917 1.607224102761446e-11 
0.00019099999999999957 1.6970020586701143e-10 1.6970011933691063e-10 -0.0 -0.0 0.16970020588397147 1.69600440884825e-11 
0.00020099999999999955 1.785831908677374e-10 1.785830998082043e-10 -0.0 -0.0 0.1785831908855852 1.7847820367125943e-11 
